iter	Logloss
663	0.2832585632
664	0.2829990927
665	0.2827966912
666	0.2826629515
667	0.2824686163
668	0.2823013313
669	0.2820694826
670	0.2819140559
671	0.2818760618
672	0.2817825531
673	0.2817077615
674	0.2815557803
675	0.2813806442
676	0.2812313566
677	0.2811491506
678	0.2810587418
679	0.2809434976
680	0.2806906239
681	0.2805882159
682	0.2804031336
683	0.2802783458
684	0.2800942175
685	0.2799390487
686	0.2798281395
687	0.2797511504
688	0.2795755683
689	0.2792425568
690	0.2791809008
691	0.2790888569
692	0.2789676344
693	0.2788578174
694	0.2788109676
695	0.2786786686
696	0.2784674757
697	0.278174928
698	0.2778552775
699	0.2776781664
700	0.2776213039
701	0.2774982524
702	0.2773779461
703	0.2771936008
704	0.2770952313
705	0.276946479
706	0.2767641632
707	0.2765822244
708	0.2764506962
709	0.2763399794
710	0.2762760816
711	0.2761896158
712	0.2760393038
713	0.2759061949
714	0.2754457963
715	0.2752702907
716	0.275186573
717	0.2750313503
718	0.2749049001
719	0.274795749
720	0.2745600646
721	0.2743588984
722	0.2741851121
723	0.2740023032
724	0.2737255955
725	0.2736104855
726	0.273538755
727	0.2734466007
728	0.2732531256
729	0.2731080903
730	0.2729277226
731	0.2728514694
732	0.2726961833
733	0.2725505521
734	0.2724079699
735	0.2722168792
736	0.2721063705
737	0.2719244188
738	0.271733184
739	0.2716772283
740	0.2715455627
741	0.2714327221
742	0.2712106194
743	0.270983337
744	0.27080876
745	0.270613535
746	0.2704383546
747	0.2703380925
748	0.2702272333
749	0.2700935187
750	0.269921388
751	0.2696452148
752	0.2695563719
753	0.2693469016
754	0.2692110551
755	0.2690188174
756	0.2688997784
757	0.2687290334
758	0.2686215939
759	0.268396489
760	0.2682840412
761	0.2681296281
762	0.2680450664
763	0.2679237472
764	0.267760918
765	0.2675453185
766	0.2674660755
767	0.2674077341
768	0.2672586481
769	0.2671588983
770	0.2670381874
771	0.2668748431
772	0.2666956285
773	0.2665491659
774	0.2660428258
775	0.2659413859
776	0.2657828643
777	0.2656629651
778	0.265400399
779	0.2652519985
780	0.2651049874
781	0.2649382442
782	0.2647838673
783	0.2647135476
784	0.2644650601
785	0.2642690227
786	0.2641866494
787	0.2640800063
788	0.2639505756
789	0.2638346755
790	0.2636812831
791	0.2635441337
792	0.2633688271
793	0.2632898964
794	0.2632300987
795	0.2631071878
796	0.2629754258
797	0.2628351201
798	0.262700124
799	0.2625182099
800	0.2624300769
801	0.2622619345
802	0.2619622732
803	0.2618333137
804	0.2616857994
805	0.2615773716
806	0.2614391535
807	0.2612056895
808	0.2611441146
809	0.2610024808
810	0.2608698365
811	0.26062255
812	0.2604767082
813	0.2603435547
814	0.2601598071
815	0.2600891976
816	0.2599309874
817	0.2597874538
818	0.2596488854
819	0.2594826897
820	0.2592544944
821	0.2591829856
822	0.2590655236
823	0.258917538
824	0.2587733995
825	0.2586557021
826	0.2584896079
827	0.2584296098
828	0.2582832014
829	0.2581962331
830	0.2580449594
831	0.2578948262
832	0.2578030042
833	0.2576994063
834	0.2575543513
835	0.2573821027
836	0.2572847959
837	0.2571563879
838	0.2570938734
839	0.2569647631
840	0.2567644729
841	0.2566253733
842	0.2564323248
843	0.2562088988
844	0.2560514406
845	0.2559365069
846	0.2557929155
847	0.2556800875
848	0.255514015
849	0.2554070179
850	0.2552445568
851	0.2551284241
852	0.2549565203
853	0.2548874697
854	0.2547755056
855	0.2546502224
856	0.2545594983
857	0.2545265936
858	0.2544234987
859	0.2543459825
860	0.2542856515
861	0.254208063
862	0.2541639644
863	0.2540423776
864	0.2539108574
865	0.2538187933
866	0.2536958708
867	0.2536090188
868	0.2534819223
869	0.2533805843
870	0.2532742619
871	0.2531886704
872	0.2529393404
873	0.2528575377
874	0.2527748613
875	0.2526296819
876	0.2525198427
877	0.2524574287
878	0.2523423339
879	0.2522716503
880	0.2521964856
881	0.2520606389
882	0.2519039551
883	0.2518328457
884	0.2516852892
885	0.2515441044
886	0.2514879915
887	0.2513458552
888	0.2512192299
889	0.2510837262
890	0.2509524951
891	0.2508056492
892	0.2507642139
893	0.2506862625
894	0.2505244541
895	0.2504217864
896	0.2503865311
897	0.2501935687
898	0.2500698831
899	0.2500067753
900	0.2498394681
901	0.2496383254
902	0.24955224
903	0.2494167227
904	0.2493252678
905	0.2491846935
906	0.2490584983
907	0.2489984977
908	0.2488813319
909	0.2487979049
910	0.2486686259
911	0.2485988886
912	0.2484765044
913	0.2483040825
914	0.2482394502
915	0.2481044726
916	0.2479981172
917	0.2478222174
918	0.2476878432
919	0.2476133778
920	0.2475175477
921	0.2473723621
922	0.2472955138
923	0.2471716493
924	0.2470500259
925	0.2469488146
926	0.246791917
927	0.2465931459
928	0.2465094978
929	0.246420383
930	0.2463242502
931	0.2462318233
932	0.2461373234
933	0.2460706247
934	0.2459632036
935	0.245811575
936	0.2456169844
937	0.2455126338
938	0.2454125734
939	0.2452384028
940	0.2451165154
941	0.2450041255
942	0.2448421919
943	0.2447502754
944	0.2446670663
945	0.2445609565
946	0.2444508614
947	0.2443505828
948	0.2442520782
949	0.2441627589
950	0.2440526904
951	0.2439050855
952	0.2436988879
953	0.2435678043
954	0.2434928276
955	0.2433744953
956	0.243194336
957	0.2430596401
958	0.2429556788
959	0.2428201907
960	0.2426595971
961	0.2425677192
962	0.2424720753
963	0.2423525211
964	0.2422176093
965	0.2421392958
966	0.2420366641
967	0.2419488172
968	0.2418311278
969	0.2417574387
970	0.2417023298
971	0.2415858652
972	0.2414509195
973	0.241378358
974	0.2412687598
975	0.2411675163
976	0.2410634654
977	0.2409318413
978	0.2408880063
979	0.2407789678
980	0.2406668448
981	0.2406142116
982	0.2405324303
983	0.2403619013
984	0.2402275981
985	0.2401023286
986	0.239896424
987	0.2398407325
988	0.2397387275
989	0.2396175549
990	0.2395567501
991	0.2394982647
992	0.2393619037
993	0.2392590179
994	0.2391316567
995	0.2389603203
996	0.2388912229
997	0.2387854
998	0.2386738757
999	0.23859672
