iter	Passed	Remaining
369	5236	8916
370	5250	8901
371	5263	8886
372	5277	8870
373	5290	8855
374	5303	8839
375	5317	8824
376	5332	8811
377	5348	8800
378	5361	8785
379	5376	8771
380	5404	8780
381	5422	8771
382	5436	8757
383	5450	8743
384	5463	8728
385	5476	8711
386	5492	8699
387	5506	8685
388	5535	8694
389	5554	8687
390	5573	8681
391	5591	8672
392	5607	8661
393	5629	8659
394	5643	8644
395	5657	8628
396	5670	8613
397	5683	8597
398	5697	8582
399	5710	8566
400	5725	8553
401	5738	8536
402	5753	8522
403	5766	8507
404	5780	8491
405	5793	8476
406	5807	8462
407	5821	8446
408	5836	8433
409	5849	8417
410	5863	8402
411	5876	8387
412	5895	8378
413	5911	8367
414	5926	8353
415	5939	8338
416	5952	8322
417	5965	8306
418	5979	8291
419	5993	8276
420	6007	8261
421	6021	8247
422	6034	8231
423	6047	8215
424	6061	8201
425	6075	8186
426	6089	8171
427	6102	8156
428	6117	8141
429	6130	8127
430	6144	8111
431	6158	8096
432	6171	8082
433	6185	8066
434	6198	8051
435	6212	8035
436	6225	8021
437	6240	8007
438	6254	7992
439	6268	7978
440	6282	7963
441	6295	7947
442	6308	7932
443	6323	7919
444	6337	7903
445	6350	7887
446	6363	7872
447	6384	7866
448	6399	7853
449	6414	7840
450	6428	7825
451	6442	7810
452	6456	7796
453	6470	7782
454	6484	7767
455	6502	7756
456	6515	7741
457	6530	7728
458	6544	7713
459	6556	7697
460	6570	7681
461	6584	7668
462	6598	7652
463	6612	7638
464	6625	7622
465	6638	7607
466	6652	7592
467	6666	7578
468	6679	7562
469	6693	7547
470	6707	7533
471	6720	7518
472	6734	7503
473	6748	7489
474	6762	7474
475	6776	7459
476	6789	7444
477	6804	7430
478	6817	7415
479	6831	7400
480	6844	7385
481	6859	7371
482	6875	7358
483	6894	7350
484	6909	7336
485	6922	7321
486	6935	7306
487	6949	7291
488	6963	7276
489	6976	7261
490	6991	7247
491	7005	7233
492	7019	7218
493	7033	7204
494	7046	7189
495	7060	7174
496	7073	7159
497	7087	7144
498	7100	7129
499	7114	7114
500	7128	7099
501	7141	7084
502	7154	7069
503	7169	7055
504	7183	7040
505	7197	7026
506	7211	7012
507	7224	6997
508	7239	6983
509	7253	6968
510	7266	6953
511	7279	6938
512	7293	6923
513	7309	6911
514	7322	6895
515	7336	6881
516	7350	6866
517	7364	6852
518	7384	6843
519	7398	6829
520	7412	6815
521	7426	6800
522	7439	6785
523	7453	6770
524	7466	6755
525	7479	6740
526	7493	6726
527	7507	6711
528	7521	6696
529	7534	6681
530	7548	6667
531	7561	6651
532	7575	6637
533	7590	6623
534	7603	6608
535	7617	6594
536	7633	6581
537	7652	6571
538	7675	6564
539	7693	6553
540	7707	6539
541	7720	6524
542	7734	6509
543	7748	6494
544	7762	6480
545	7775	6465
546	7789	6450
547	7802	6435
548	7816	6420
549	7829	6405
550	7842	6390
551	7857	6376
552	7877	6367
553	7892	6353
554	7905	6338
555	7920	6324
556	7934	6310
557	7948	6296
558	7962	6281
559	7975	6266
560	7989	6252
561	8002	6237
562	8024	6228
563	8037	6213
564	8050	6198
565	8064	6183
566	8078	6169
567	8092	6154
568	8106	6140
569	8119	6124
570	8133	6110
571	8146	6095
572	8159	6080
573	8173	6065
574	8187	6051
575	8200	6036
576	8214	6021
577	8227	6007
578	8241	5992
579	8255	5978
580	8269	5963
581	8282	5948
582	8299	5936
583	8314	5922
584	8326	5906
585	8341	5892
586	8366	5886
587	8393	5881
588	8408	5867
589	8423	5853
590	8437	5839
591	8451	5824
592	8465	5810
593	8479	5795
594	8493	5780
595	8505	5765
596	8519	5751
597	8532	5736
598	8546	5721
599	8563	5708
600	8576	5694
601	8591	5679
602	8604	5664
603	8617	5649
604	8631	5635
605	8645	5621
606	8659	5606
607	8673	5592
608	8687	5577
609	8701	5563
610	8715	5548
611	8729	5534
612	8743	5520
613	8757	5505
614	8771	5490
615	8784	5475
616	8798	5461
617	8812	5446
618	8825	5432
619	8839	5417
620	8865	5410
621	8880	5396
622	8894	5382
623	8907	5367
624	8922	5353
625	8935	5338
626	8949	5323
627	8963	5309
628	8976	5294
629	8990	5280
630	9004	5265
631	9017	5250
632	9031	5236
633	9044	5221
634	9057	5206
635	9071	5191
636	9084	5176
637	9097	5161
638	9110	5147
639	9124	5132
640	9138	5118
641	9151	5103
642	9165	5088
643	9179	5074
644	9193	5060
645	9206	5045
646	9221	5031
647	9234	5016
648	9247	5001
649	9261	4986
650	9275	4972
651	9291	4959
652	9305	4944
653	9319	4930
654	9333	4916
655	9357	4906
656	9372	4893
657	9389	4880
658	9408	4868
659	9427	4856
660	9440	4841
661	9454	4827
662	9467	4812
663	9481	4797
664	9500	4786
665	9517	4772
666	9531	4758
667	9544	4743
668	9559	4729
669	9573	4715
670	9587	4700
671	9600	4686
672	9614	4671
673	9628	4657
674	9642	4642
675	9658	4629
676	9689	4622
677	9707	4610
678	9720	4595
679	9734	4580
680	9748	4566
681	9762	4551
682	9775	4536
683	9788	4522
684	9802	4507
685	9816	4493
686	9842	4484
687	9861	4472
688	9876	4457
689	9889	4443
690	9902	4428
691	9916	4413
692	9930	4399
693	9943	4384
694	9956	4369
695	9969	4354
696	9983	4339
697	9997	4325
698	10010	4310
699	10024	4296
700	10037	4281
701	10051	4266
702	10065	4252
703	10078	4237
704	10092	4223
705	10106	4208
706	10119	4193
707	10134	4179
708	10148	4165
709	10162	4150
710	10177	4136
711	10190	4121
712	10204	4107
713	10217	4092
714	10231	4078
715	10245	4064
716	10259	4049
717	10273	4035
718	10288	4020
719	10301	4006
720	10315	3991
721	10344	3983
722	10360	3969
723	10376	3955
724	10390	3941
725	10403	3926
726	10417	3911
727	10430	3897
728	10444	3882
729	10458	3868
730	10471	3853
731	10485	3838
732	10499	3824
733	10513	3810
734	10527	3795
735	10542	3781
736	10555	3766
737	10569	3752
738	10583	3737
739	10596	3723
740	10610	3708
741	10624	3694
742	10639	3680
743	10653	3665
744	10667	3651
745	10681	3636
746	10696	3622
747	10709	3608
748	10723	3593
749	10737	3579
750	10751	3564
751	10765	3550
752	10778	3535
753	10792	3521
754	10805	3506
755	10820	3492
756	10841	3480
757	10867	3469
758	10881	3455
759	10895	3440
760	10909	3426
761	10924	3412
762	10938	3397
763	10951	3383
764	10965	3368
765	10980	3354
766	10993	3339
767	11006	3324
768	11020	3310
769	11034	3295
770	11047	3281
771	11062	3267
772	11076	3252
773	11089	3238
774	11103	3223
775	11117	3209
776	11130	3194
777	11144	3180
778	11158	3165
779	11172	3151
780	11187	3137
781	11201	3122
782	11215	3108
783	11228	3093
784	11249	3081
785	11267	3067
786	11280	3053
787	11295	3038
788	11309	3024
789	11334	3012
790	11348	2998
791	11362	2984
792	11375	2969
793	11389	2954
794	11402	2940
795	11416	2925
796	11430	2911
797	11444	2896
798	11458	2882
799	11473	2868
800	11486	2853
801	11500	2839
802	11513	2824
803	11528	2810
804	11542	2795
805	11555	2781
806	11569	2766
807	11583	2752
808	11595	2737
809	11610	2723
810	11624	2708
811	11638	2694
812	11652	2680
813	11665	2665
814	11680	2651
815	11703	2639
816	11718	2624
817	11733	2610
818	11746	2596
819	11760	2581
820	11776	2567
821	11789	2553
822	11803	2538
823	11823	2525
824	11840	2511
825	11855	2497
826	11869	2483
827	11882	2468
828	11897	2454
829	11910	2439
830	11925	2425
831	11939	2410
832	11952	2396
833	11966	2381
834	11980	2367
835	11994	2352
836	12007	2338
837	12022	2324
838	12035	2309
839	12049	2295
840	12062	2280
841	12076	2266
842	12089	2251
843	12103	2237
844	12117	2222
845	12131	2208
846	12145	2193
847	12159	2179
848	12173	2165
849	12187	2150
850	12201	2136
851	12216	2122
852	12229	2107
853	12245	2093
854	12258	2079
855	12272	2064
856	12285	2050
857	12315	2038
858	12342	2025
859	12355	2011
860	12369	1996
861	12389	1983
862	12402	1968
863	12415	1954
864	12430	1940
865	12445	1925
866	12460	1911
867	12473	1896
868	12489	1882
869	12505	1868
870	12520	1854
871	12533	1839
872	12546	1825
873	12560	1810
874	12574	1796
875	12598	1783
876	12623	1770
877	12637	1755
878	12656	1742
879	12671	1727
880	12685	1713
881	12702	1699
882	12719	1685
883	12738	1671
884	12755	1657
885	12769	1643
886	12782	1628
887	12800	1614
888	12819	1600
889	12835	1586
890	12848	1571
891	12861	1557
892	12874	1542
893	12888	1528
894	12902	1513
895	12916	1499
896	12929	1484
897	12943	1470
898	12957	1455
899	12972	1441
900	12985	1426
901	13000	1412
902	13013	1397
903	13026	1383
904	13040	1368
905	13053	1354
906	13068	1339
907	13081	1325
908	13096	1311
909	13109	1296
910	13124	1282
911	13137	1267
912	13151	1253
913	13164	1238
914	13179	1224
915	13192	1209
916	13207	1195
917	13221	1180
918	13238	1166
919	13252	1152
920	13266	1137
921	13280	1123
922	13301	1109
923	13316	1095
924	13330	1080
925	13344	1066
926	13358	1051
927	13372	1037
928	13386	1023
929	13400	1008
930	13413	994
931	13427	979
932	13441	965
933	13454	950
934	13470	936
935	13484	922
936	13499	907
937	13514	893
938	13528	878
939	13542	864
940	13556	849
941	13569	835
942	13583	821
943	13596	806
944	13609	792
945	13623	777
946	13637	763
947	13650	748
948	13664	734
949	13677	719
950	13691	705
951	13705	691
952	13719	676
953	13733	662
954	13746	647
955	13760	633
956	13775	618
957	13800	605
958	13815	590
959	13829	576
960	13843	561
961	13857	547
962	13871	532
963	13885	518
964	13901	504
965	13921	489
966	13939	475
967	13952	461
968	13966	446
969	13979	432
970	13993	417
971	14007	403
972	14021	389
973	14034	374
974	14048	360
975	14062	345
976	14076	331
977	14089	316
978	14102	302
979	14116	288
980	14129	273
981	14143	259
982	14156	244
983	14169	230
984	14183	215
985	14197	201
986	14212	187
987	14228	172
988	14242	158
989	14256	144
990	14269	129
991	14291	115
992	14306	100
993	14320	86
994	14334	72
995	14348	57
996	14362	43
997	14377	28
998	14391	14
999	14404	0
